planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,limbdark_1,limbdark_2,pmass,prad,period,epoch,impact,ecc,omega,depth,duration,ror,dor,snr,ttv_type
S04733.01,SIMULATED,K04733,9021075,1,15.993,0.873,0.055,-0.08,0.677,0.082,-0.067,0.598,0.089,-0.093,0.582,0.145,nan,1.384,25.98014,7.3515,0.638,0.306,3.417,351,3.141,0.019,52.088,11.5,sinusoidal
S01516.01,SIMULATED,K01516,12418724,1,14.829,1.331,0.157,-0.157,1.056,0.353,-0.118,0.202,0.226,-0.122,0.324,0.303,nan,1.982,8.33536,2.22811,0.879,0.372,0.438,295,1.452,0.017,18.018,40.6,sinusoidal
S01531.01,SIMULATED,K01531,11764462,1,13.069,0.926,0.049,-0.07,0.966,0.127,-0.054,0.161,0.111,-0.062,0.41,0.26,nan,1.067,29.51003,22.06929,0.616,0.211,0.462,102,3.977,0.01,40.559,35.3,sinusoidal
S08026.01,SIMULATED,K08026,10536241,1,14.751,0.991,0.12,-0.087,0.941,0.299,-0.224,0.224,0.204,-0.26,0.334,0.296,nan,1.255,18.44869,13.12313,0.028,0.061,3.358,149,4.634,0.012,31.125,9.2,sinusoidal
S01660.01,SIMULATED,K01660,4830605,1,15.614,0.867,0.109,-0.12,0.767,0.216,-0.077,0.432,0.183,-0.099,0.345,0.292,nan,2.061,27.15562,23.25652,0.202,0.842,0.434,606,1.757,0.025,47.241,15.7,sinusoidal
S02469.01,SIMULATED,K02469,6149910,1,15.048,0.829,0.048,-0.028,0.855,0.028,-0.06,0.271,0.036,-0.076,0.575,0.15,nan,2.198,13.48319,10.77643,0.947,0.265,3.729,554,1.728,0.024,26.186,23.9,sinusoidal
S02237.01,SIMULATED,K02237,5005121,1,15.165,0.995,0.068,-0.045,1.146,0.177,-0.216,-0.03,0.121,-0.213,0.47,0.224,nan,2.239,24.10208,18.90497,0.873,0.337,3.864,320,3.819,0.018,30.604,23.9,sinusoidal
S01825.01,SIMULATED,K01825,5375194,1,13.895,0.88,0.043,-0.058,0.713,0.078,-0.039,0.535,0.081,-0.052,0.509,0.196,nan,2.247,0.42604,0.14526,0.56,0.322,5.212,835,1.191,0.029,3.204,22.4,sinusoidal
S00538.01,SIMULATED,K00538,11090765,1,14.56,0.887,0.158,-0.115,0.769,0.335,-0.112,0.439,0.235,-0.125,0.315,0.303,nan,1.819,1.16536,0.6376,0.527,0.574,1.387,470,0.706,0.022,5.824,56.2,sinusoidal
S04398.01,SIMULATED,K04398,5802637,1,15.486,0.75,0.083,-0.12,0.887,0.176,-0.075,0.181,0.162,-0.103,0.453,0.233,nan,2.199,21.20212,8.87873,0.764,0.82,2.294,516,1.183,0.023,33.039,11.8,sinusoidal
S06352.01,SIMULATED,K06352,3663494,1,15.221,1.154,0.122,-0.134,0.663,0.28,-0.093,0.748,0.22,-0.118,0.345,0.292,nan,1.192,22.394,2.70137,0.266,0.721,4.212,271,5.985,0.016,52.932,9.2,sinusoidal
S01281.01,SIMULATED,K01281,8742590,1,14.427,1.053,0.098,-0.12,0.592,0.236,-0.079,0.854,0.203,-0.107,0.386,0.271,nan,2.006,16.43579,8.04514,0.315,0.575,0.448,964,1.727,0.031,46.731,20.4,sinusoidal
S05098.01,SIMULATED,K05098,4912650,1,14.855,0.838,0.046,-0.046,0.764,0.054,-0.043,0.423,0.06,-0.056,0.509,0.196,nan,1.123,2.17467,1.74289,0.547,0.41,3.758,181,1.951,0.013,8.717,15.2,sinusoidal
S02588.01,SIMULATED,K02588,12156347,1,15.484,0.614,0.03,-0.036,0.567,0.031,-0.031,0.677,0.049,-0.056,0.508,0.224,nan,1.176,18.57403,10.08416,0.791,0.207,2.284,361,1.743,0.019,44.25,18.9,sinusoidal
S05276.01,SIMULATED,K05276,6368905,1,15.827,0.824,0.073,-0.082,0.792,0.097,-0.057,0.368,0.115,-0.091,0.477,0.218,nan,1.875,3.4395,0.01202,0.932,0.15,1.62,470,0.836,0.022,11.344,12.0,sinusoidal
S07678.01,SIMULATED,K07678,4048898,1,11.993,1.049,0.085,-0.077,1.251,0.209,-0.23,-0.122,0.13,-0.21,0.353,0.29,nan,1.35,11.9476,8.47175,0.435,0.056,1.424,97,4.409,0.01,17.862,8.0,sinusoidal
S05677.01,SIMULATED,K05677,9456887,1,14.9,0.885,0.055,-0.03,0.751,0.101,-0.101,0.469,0.091,-0.114,0.526,0.186,nan,1.104,24.6029,13.79067,0.153,0.796,2.41,181,1.635,0.013,45.49,9.0,sinusoidal
S02862.01,SIMULATED,K02862,6679295,1,15.907,0.572,0.024,-0.041,0.546,0.029,-0.035,0.695,0.051,-0.073,0.426,0.296,nan,1.916,15.48815,4.49037,0.878,0.403,4.482,1035,2.433,0.032,39.752,12.1,sinusoidal
S03445.01,SIMULATED,K03445,11860395,1,15.654,1.124,0.079,-0.072,1.546,0.208,-0.312,-0.368,0.119,-0.275,0.464,0.229,nan,2.14,16.28689,14.50058,0.486,0.264,5.603,161,7.036,0.013,18.186,22.3,sinusoidal
S02351.01,SIMULATED,K02351,1872821,1,14.909,0.966,0.046,-0.066,0.885,0.084,-0.045,0.293,0.08,-0.054,0.404,0.262,nan,2.03,24.4843,18.58606,0.039,0.217,4.975,442,5.947,0.021,39.626,19.2,sinusoidal
S03349.01,SIMULATED,K03349,8636333,1,15.292,1.295,0.134,-0.134,0.918,0.291,-0.097,0.374,0.219,-0.117,0.307,0.306,nan,2.157,23.74452,10.54521,0.003,0.862,2.132,464,1.316,0.022,41.301,20.8,sinusoidal
S01715.01,SIMULATED,K01715,9836959,1,12.9,0.953,0.066,-0.059,1.002,0.144,-0.129,0.126,0.113,-0.135,0.386,0.271,nan,2.109,20.03059,13.42042,0.442,0.702,0.969,372,2.08,0.019,30.489,33.9,sinusoidal
S04067.01,SIMULATED,K04067,5530112,1,14.158,1.249,0.181,-0.163,0.668,0.428,-0.143,0.772,0.248,-0.138,0.295,0.31,nan,1.88,14.98872,2.91913,0.009,0.767,3.372,666,2.216,0.026,41.256,18.1,sinusoidal
S04587.01,SIMULATED,K04587,5687700,1,15.567,1.178,0.118,-0.118,0.703,0.258,-0.086,0.68,0.212,-0.11,0.345,0.292,nan,1.134,7.83429,2.55631,0.097,0.552,4.069,218,3.621,0.015,24.95,9.9,sinusoidal
S03418.01,SIMULATED,K03418,3629330,1,15.417,0.794,0.13,-0.098,1.195,0.293,-0.195,-0.184,0.204,-0.222,0.334,0.296,nan,1.94,27.61305,14.16778,0.635,0.481,4.425,221,9.126,0.015,29.781,18.9,sinusoidal
S02508.01,SIMULATED,K02508,8836888,1,15.164,0.849,0.083,-0.102,0.666,0.164,-0.07,0.609,0.161,-0.1,0.434,0.243,nan,1.274,21.60184,11.11023,0.648,0.037,5.92,307,2.825,0.018,46.446,16.8,sinusoidal
S04242.01,SIMULATED,K04242,9514372,1,14.41,0.891,0.062,-0.051,0.906,0.123,-0.082,0.227,0.107,-0.09,0.453,0.233,nan,1.902,7.8409,7.19263,0.122,0.785,4.689,370,9.896,0.019,17.633,13.9,sinusoidal
S01362.01,SIMULATED,K01362,6837146,1,15.406,0.803,0.088,-0.059,0.722,0.1,-0.062,0.478,0.119,-0.095,0.454,0.234,nan,2.189,18.3007,4.15741,0.374,0.014,3.935,772,3.593,0.028,37.611,32.3,sinusoidal
S04346.01,SIMULATED,K04346,9509343,1,14.93,0.824,0.064,-0.032,1.029,0.074,-0.099,0.028,0.07,-0.111,0.526,0.186,nan,1.129,0.6304,0.24259,0.054,0.695,3.769,101,2.141,0.01,2.819,11.3,sinusoidal
S01959.01,SIMULATED,K01959,4813563,1,14.254,0.769,0.05,-0.029,0.776,0.03,-0.045,0.365,0.039,-0.058,0.632,0.105,nan,2.065,13.55509,11.19713,0.295,0.522,4.003,594,5.081,0.024,28.238,34.7,sinusoidal
S02295.01,SIMULATED,K02295,4049901,1,11.671,0.763,0.05,-0.05,0.81,0.073,-0.045,0.307,0.079,-0.059,0.434,0.243,nan,1.02,24.92336,17.5687,0.562,0.62,2.624,133,2.374,0.012,40.522,14.5,sinusoidal
S01670.01,SIMULATED,K01670,5184709,1,14.572,1.356,0.157,-0.157,0.671,0.329,-0.141,0.801,0.217,-0.15,0.319,0.302,nan,1.792,22.57736,12.14786,0.496,0.297,0.679,599,2.244,0.024,55.441,17.9,sinusoidal
S00249.01,SIMULATED,K00249,9390653,1,14.486,0.45,0.048,-0.072,0.388,0.05,-0.056,1.035,0.114,-0.186,0.34,0.378,nan,1.4,14.96698,2.05526,0.576,0.856,1.582,1092,0.541,0.033,50.435,112.2,sinusoidal
S02064.01,SIMULATED,K02064,2579043,1,14.959,1.214,0.154,-0.154,0.843,0.349,-0.116,0.456,0.23,-0.125,0.319,0.302,nan,1.774,2.48566,1.63715,0.663,0.073,1.941,372,1.41,0.019,9.776,35.6,sinusoidal
S01595.01,SIMULATED,K01595,10006581,1,14.904,0.869,0.072,-0.039,1.257,0.183,-0.203,-0.21,0.126,-0.201,0.46,0.229,nan,2.183,1.13818,0.69759,0.12,0.466,0.494,253,1.853,0.016,3.482,40.3,sinusoidal
S02343.01,SIMULATED,K02343,6119141,1,14.409,1.105,0.137,-0.095,0.853,0.301,-0.162,0.4,0.21,-0.18,0.393,0.268,nan,2.051,8.66533,7.62945,0.575,0.45,3.121,486,2.301,0.022,21.528,20.9,sinusoidal
S05410.01,SIMULATED,K05410,7662502,1,13.664,1.049,0.164,-0.131,0.507,0.358,-0.154,1.056,0.232,-0.162,0.319,0.302,nan,1.465,0.06301,0.03205,0.425,0.622,2.592,703,0.236,0.027,1.337,9.3,sinusoidal
S05899.01,SIMULATED,K05899,11446961,1,13.899,1.004,0.088,-0.075,0.551,0.36,-0.107,0.927,0.25,-0.118,0.462,0.231,nan,1.217,28.03319,8.64997,0.357,0.293,0.872,410,2.265,0.02,70.579,10.0,sinusoidal
S06568.01,SIMULATED,K06568,5353938,1,15.516,0.523,0.046,-0.061,0.565,0.054,-0.054,0.611,0.09,-0.117,0.464,0.259,nan,1.221,29.4638,22.20521,0.448,0.037,0.756,392,3.511,0.02,57.215,8.9,sinusoidal
S00454.01,SIMULATED,K00454,7098355,1,14.805,0.904,0.071,-0.086,0.692,0.132,-0.066,0.586,0.132,-0.091,0.509,0.196,nan,2.064,27.24744,24.99253,0.83,0.866,2.757,748,0.893,0.027,53.28,44.1,sinusoidal
S04557.01,SIMULATED,K04557,10257229,1,13.666,1.063,0.141,-0.141,0.859,0.332,-0.111,0.373,0.229,-0.124,0.319,0.302,nan,1.297,7.97424,4.97402,0.343,0.479,6.139,191,2.747,0.014,19.949,11.2,sinusoidal
S00513.01,SIMULATED,K00513,6937692,1,14.856,1.4,0.163,-0.217,1.063,0.363,-0.156,0.216,0.215,-0.154,0.3,0.314,nan,1.872,27.8221,24.90024,0.135,0.405,4.479,260,7.943,0.016,40.673,63.1,sinusoidal
S02337.01,SIMULATED,K02337,5599774,1,15.888,0.647,0.085,-0.057,0.697,0.079,-0.065,0.43,0.098,-0.099,0.54,0.173,nan,1.877,8.14289,5.58686,0.262,0.466,3.912,609,3.821,0.025,21.137,21.8,sinusoidal
S02655.01,SIMULATED,K02655,10018233,1,15.243,0.907,0.052,-0.047,1.015,0.115,-0.086,0.087,0.1,-0.094,0.47,0.224,nan,1.831,20.52286,0.31976,0.143,0.2,1.92,273,4.327,0.017,30.086,15.7,sinusoidal
S03483.01,SIMULATED,K03483,3101923,1,14.872,1.037,0.071,-0.087,1.044,0.204,-0.167,0.108,0.131,-0.15,0.373,0.283,nan,1.871,26.67993,23.88498,0.406,0.069,5.486,269,5.472,0.016,36.417,11.9,sinusoidal
S05149.01,SIMULATED,K05149,5283728,1,15.649,0.919,0.098,-0.109,0.76,0.239,-0.075,0.471,0.209,-0.102,0.386,0.271,nan,1.289,18.24229,13.49838,0.267,0.401,5.68,242,4.341,0.016,37.331,9.8,sinusoidal
S06513.01,SIMULATED,K06513,5087223,1,15.627,0.544,0.05,-0.06,0.481,0.05,-0.05,0.84,0.082,-0.103,0.472,0.258,nan,1.423,13.6046,0.17582,0.428,0.706,4.326,736,4.88,0.027,40.744,8.5,sinusoidal
S02806.01,SIMULATED,K02806,7047824,1,15.514,0.845,0.066,-0.054,0.76,0.056,-0.076,0.433,0.064,-0.101,0.638,0.102,nan,2.161,5.84442,3.55171,0.926,0.104,2.258,679,1.071,0.026,16.982,18.0,sinusoidal
S02990.01,SIMULATED,K02990,5520547,1,14.982,0.859,0.12,-0.12,0.669,0.248,-0.083,0.606,0.203,-0.105,0.334,0.296,nan,1.781,29.26285,27.37892,0.022,0.217,4.691,595,5.027,0.024,56.764,19.2,sinusoidal
S08221.01,SIMULATED,K08221,11338091,1,11.097,1.315,0.177,-0.129,1.083,0.382,-0.313,0.164,0.209,-0.305,0.289,0.31,nan,1.369,3.5809,2.98552,0.668,0.886,3.941,134,2.659,0.012,9.964,13.4,sinusoidal
S04717.01,SIMULATED,K04717,4902202,1,15.58,1.026,0.072,-0.051,0.865,0.17,-0.17,0.35,0.12,-0.165,0.41,0.26,nan,1.74,0.46913,0.46775,0.356,0.308,6.064,340,1.207,0.018,2.965,14.2,sinusoidal
S02285.01,SIMULATED,K02285,9945370,1,15.939,1.138,0.11,-0.121,0.676,0.263,-0.07,0.715,0.218,-0.094,0.386,0.271,nan,2.137,12.77737,4.90705,0.368,0.057,1.305,839,2.499,0.029,35.505,24.0,sinusoidal
S02108.01,SIMULATED,K02108,10709622,1,14.955,0.805,0.167,-0.125,1.179,0.35,-0.175,-0.16,0.224,-0.183,0.351,0.289,nan,2.077,5.79,0.95309,0.639,0.605,3.919,260,4.527,0.016,10.705,34.7,sinusoidal
S04938.01,SIMULATED,K04938,2310993,1,15.551,1.033,0.157,-0.157,0.766,0.335,-0.134,0.51,0.223,-0.144,0.319,0.302,nan,1.717,5.84269,0.69515,0.921,0.141,4.608,421,1.256,0.021,18.015,11.5,sinusoidal
S03428.01,SIMULATED,K03428,9027909,1,14.694,1.178,0.097,-0.081,1.707,0.228,-0.279,-0.477,0.132,-0.243,0.405,0.264,nan,2.203,7.59232,5.14938,0.588,0.057,0.286,140,4.679,0.012,10.057,13.9,sinusoidal
S02090.01,SIMULATED,K02090,11348997,1,15.535,0.595,0.023,-0.035,0.578,0.032,-0.027,0.638,0.049,-0.049,0.686,0.069,nan,1.849,17.88916,10.10823,0.961,0.459,1.623,860,0.733,0.029,41.878,35.4,sinusoidal
S02488.01,SIMULATED,K02488,8559152,1,13.539,0.947,0.098,-0.079,1.382,0.214,-0.238,-0.296,0.129,-0.208,0.353,0.29,nan,1.057,1.53077,1.07441,0.939,0.678,0.91,49,0.529,0.007,3.973,19.4,sinusoidal
S00443.01,SIMULATED,K00443,3833007,1,14.2,1.082,0.089,-0.099,1.072,0.211,-0.056,0.093,0.195,-0.08,0.356,0.286,nan,2.236,23.60994,1.18811,0.485,0.558,6.071,365,4.584,0.019,33.182,80.3,sinusoidal
S04792.01,SIMULATED,K04792,11618569,1,14.199,0.924,0.159,-0.145,0.987,0.335,-0.134,0.132,0.224,-0.144,0.319,0.302,nan,1.246,6.92293,4.20303,0.5,0.329,1.812,133,2.209,0.012,15.087,9.9,sinusoidal
S07635.01,SIMULATED,K07635,2577353,1,14.544,0.749,0.14,-0.115,0.888,0.345,-0.23,0.179,0.212,-0.238,0.404,0.262,nan,1.451,28.80798,0.87344,0.133,0.84,1.114,224,1.694,0.015,40.462,9.7,sinusoidal
S02124.01,SIMULATED,K02124,11462341,1,14.275,0.563,0.032,-0.032,0.601,0.03,-0.03,0.564,0.048,-0.054,0.644,0.101,nan,1.241,6.98899,2.70517,0.367,0.615,0.781,358,1.322,0.019,21.156,18.1,sinusoidal
S03034.01,SIMULATED,K03034,2973386,1,15.572,0.391,0.039,-0.044,0.499,0.033,-0.05,0.646,0.063,-0.114,0.29,0.406,nan,2.171,6.75114,1.91136,0.674,0.564,2.338,1590,1.09,0.04,22.018,15.1,sinusoidal
S03301.01,SIMULATED,K03301,8301878,1,14.18,0.867,0.104,-0.083,0.818,0.242,-0.104,0.35,0.198,-0.127,0.393,0.268,nan,1.082,13.31925,7.18813,0.682,0.179,4.149,147,3.202,0.012,27.585,11.0,sinusoidal
S03966.01,SIMULATED,K03966,3732035,1,14.208,1.04,0.086,-0.07,0.939,0.18,-0.12,0.248,0.13,-0.116,0.359,0.287,nan,1.957,20.43266,15.02108,0.271,0.338,1.822,364,3.204,0.019,33.922,28.0,sinusoidal
S07330.01,SIMULATED,K07330,10464199,1,11.909,1.102,0.308,-0.159,1.492,0.81,-0.396,-0.33,0.338,-0.373,0.33,0.298,nan,1.318,16.73847,13.21423,0.561,0.473,2.601,65,3.984,0.008,19.069,8.3,sinusoidal
S01685.01,SIMULATED,K01685,6049190,1,14.811,1.499,0.164,-0.164,0.604,0.363,-0.121,0.981,0.228,-0.124,0.295,0.31,nan,2.269,13.08182,10.31987,0.235,0.326,5.907,1186,2.443,0.034,44.258,45.0,sinusoidal
S03432.01,SIMULATED,K03432,8738775,1,15.033,0.944,0.051,-0.057,1.204,0.26,-0.483,-0.117,0.141,-0.536,0.519,0.192,nan,2.153,3.62943,3.25822,0.826,0.288,4.349,268,2.674,0.016,8.1,15.1,sinusoidal
S02110.01,SIMULATED,K02110,11460462,1,12.189,1.129,0.093,-0.103,1.661,0.253,-0.156,-0.459,0.144,-0.123,0.303,0.316,nan,1.373,28.7282,22.30963,0.028,0.353,0.667,57,6.861,0.008,24.748,20.9,sinusoidal
S03073.01,SIMULATED,K03073,8546542,1,14.449,0.825,0.075,-0.1,0.813,0.186,-0.066,0.336,0.169,-0.089,0.453,0.233,nan,1.084,29.77899,23.64414,0.259,0.222,0.366,149,4.311,0.012,46.663,13.5,sinusoidal
S04312.01,SIMULATED,K04312,10722485,1,13.858,0.808,0.077,-0.036,1.137,0.138,-0.138,-0.111,0.115,-0.154,0.373,0.279,nan,1.391,4.12908,3.46649,0.033,0.647,5.253,125,6.166,0.011,8.871,12.6,sinusoidal
S06646.01,SIMULATED,K06646,6019971,1,15.125,0.854,0.077,-0.056,0.631,0.059,-0.078,0.68,0.07,-0.106,0.575,0.15,nan,1.328,29.26582,22.44314,0.95,0.423,5.088,372,2.054,0.019,60.072,9.8,sinusoidal
S04069.01,SIMULATED,K04069,5906694,1,14.885,0.643,0.071,-0.051,0.71,0.052,-0.058,0.404,0.074,-0.095,0.666,0.078,nan,1.373,19.614,14.96337,0.359,0.868,0.602,314,1.277,0.018,37.208,21.4,sinusoidal
S04655.01,SIMULATED,K04655,2558163,1,15.388,0.74,0.088,-0.088,0.756,0.206,-0.055,0.384,0.193,-0.078,0.324,0.298,nan,1.307,0.90528,0.38687,0.45,0.21,1.304,251,1.099,0.016,4.715,9.9,sinusoidal
S00294.01,SIMULATED,K00294,11259686,1,12.674,1.33,0.078,-0.095,1.654,0.236,-0.236,-0.383,0.137,-0.203,0.375,0.284,nan,2.033,13.71697,8.56134,0.983,0.469,5.429,126,2.124,0.011,16.032,52.6,sinusoidal
S04389.01,SIMULATED,K04389,2997459,1,15.05,0.882,0.136,-0.094,1.006,0.235,-0.126,0.087,0.202,-0.169,0.442,0.24,nan,1.399,24.04584,22.08977,0.447,0.468,4.973,162,8.059,0.013,33.429,12.1,sinusoidal
S07540.01,SIMULATED,K07540,12555616,1,13.852,0.734,0.12,-0.065,0.615,0.239,-0.147,0.647,0.191,-0.18,0.434,0.243,nan,1.258,27.44377,27.0934,0.28,0.562,4.617,351,6.866,0.019,56.124,10.1,sinusoidal
S08076.01,SIMULATED,K08076,12156930,1,13.74,1.062,0.181,-0.148,1.052,0.385,-0.207,0.11,0.225,-0.202,0.319,0.302,nan,1.253,22.08169,21.93376,0.953,0.054,5.795,119,1.815,0.011,32.133,10.5,sinusoidal
S08077.01,SIMULATED,K08077,12266099,1,14.427,0.709,0.083,-0.053,0.728,0.053,-0.072,0.414,0.069,-0.103,0.627,0.108,nan,1.05,11.75476,6.54826,0.106,0.048,2.017,175,3.252,0.013,26.655,8.0,sinusoidal
S04963.01,SIMULATED,K04963,3101178,1,11.679,1.045,0.145,-0.108,1.404,0.325,-0.266,-0.274,0.199,-0.28,0.303,0.303,nan,2.077,18.85754,7.9414,0.594,0.719,2.838,183,3.143,0.014,21.547,17.0,sinusoidal
S01900.01,SIMULATED,K01900,9353314,1,14.744,0.607,0.056,-0.038,0.57,0.045,-0.056,0.663,0.074,-0.107,0.574,0.15,nan,1.033,3.99925,3.11023,0.246,0.729,0.956,275,0.822,0.017,15.735,36.4,sinusoidal
S06783.01,SIMULATED,K06783,6867219,1,15.472,1.053,0.131,-0.131,1.014,0.278,-0.093,0.154,0.216,-0.115,0.345,0.292,nan,1.047,2.80598,1.77906,0.667,0.688,1.556,89,0.835,0.009,8.403,9.6,sinusoidal
S04864.01,SIMULATED,K04864,7345248,1,13.221,0.9,0.141,-0.064,1.404,0.371,-0.234,-0.338,0.233,-0.255,0.346,0.29,nan,1.337,17.80667,15.19351,0.963,0.266,6.271,76,2.004,0.009,19.741,11.4,sinusoidal
S03480.01,SIMULATED,K03480,9843517,1,15.954,0.703,0.075,-0.092,0.755,0.131,-0.056,0.362,0.141,-0.086,0.421,0.252,nan,1.288,12.58481,2.2067,0.302,0.038,0.664,244,3.396,0.016,26.82,9.6,sinusoidal
S07434.01,SIMULATED,K07434,11288492,1,14.572,1.025,0.074,-0.111,0.914,0.176,-0.07,0.277,0.162,-0.096,0.453,0.233,nan,1.449,22.79956,1.12961,0.081,0.327,2.446,211,3.687,0.015,37.319,8.5,sinusoidal
S04663.01,SIMULATED,K04663,7515336,1,12.715,0.942,0.079,-0.064,1.28,0.218,-0.266,-0.198,0.132,-0.245,0.405,0.264,nan,1.333,16.31679,4.53745,0.912,0.474,0.049,91,2.242,0.01,20.737,10.4,sinusoidal
S03472.01,SIMULATED,K03472,9536108,1,14.412,1.133,0.144,-0.144,1.019,0.32,-0.107,0.179,0.222,-0.119,0.315,0.303,nan,1.382,10.72393,0.33195,0.452,0.575,2.533,154,2.184,0.012,20.941,10.6,sinusoidal
S02057.01,SIMULATED,K02057,9573685,1,15.026,0.6,0.032,-0.035,0.625,0.03,-0.034,0.539,0.049,-0.063,0.508,0.224,nan,1.206,12.13729,4.15725,0.992,0.073,2.154,238,0.661,0.018,29.975,28.5,sinusoidal
S02087.01,SIMULATED,K02087,6922710,1,11.863,0.931,0.074,-0.067,0.963,0.166,-0.097,0.166,0.126,-0.096,0.41,0.26,nan,1.123,22.5935,1.80105,0.266,0.049,5.909,114,5.02,0.011,34.084,20.9,sinusoidal
