planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,limbdark_1,limbdark_2,pmass,prad,epoch,period,impact,depth,duration,ttv_type
S01960.01,SIMULATED,K01960,6949061,2,14.128,1.02601548492278,0.066,-0.07,1.1270964999214383,0.035,-0.036,0.4046,0.2638,10.082458104880931,3.072398817155645,0.276950404110159,10.63316229221628,0.6171338896262046,624.5563348213649,3.509812772439904,rebound
S01960.02,SIMULATED,K01960,6949061,2,14.128,1.02601548492278,0.066,-0.07,1.1270964999214383,0.035,-0.036,0.4046,0.2638,8.972504049412791,3.0617556077734833,11.745655357440233,16.221114712097805,0.08333177857507017,620.2367326554114,5.117435168020093,rebound
S03052.01,SIMULATED,K03052,8827575,2,13.573,1.0080808378457071,0.071,-0.063,1.1692528994428806,0.024,-0.023,0.4526,0.2327,1.801844197574381,1.238138249159201,4.713172018496986,13.626978313038872,0.7227787459266011,94.24536721423338,3.493969620734714,rebound
S03052.02,SIMULATED,K03052,8827575,2,13.573,1.0080808378457071,0.071,-0.063,1.1692528994428806,0.024,-0.023,0.4526,0.2327,8.596557599598563,3.0737183278694724,9.943396375761836,19.15327176902926,0.4986283837902592,580.8311023456661,4.909401780766977,rebound
S00386.01,SIMULATED,K00386,3656121,2,13.838,1.1893765415685869,0.03,-0.04,1.0500694224080258,0.022,-0.022,0.3588,0.2868,6.955259533758454,2.28436267458144,0.7688136017553393,11.074131945536921,0.4845140207506752,397.7706434832468,3.507932397381834,rebound
S00386.02,SIMULATED,K00386,3656121,2,13.838,1.1893765415685869,0.03,-0.04,1.0500694224080258,0.022,-0.022,0.3588,0.2868,5.643360506974571,2.4452795143260095,15.897210208276212,16.74082429113186,0.45972947344278026,455.7845884095204,4.087148474457461,rebound
S02172.01,SIMULATED,K02172,4173026,2,15.104,1.0000022418602768,0.041,-0.057,0.8208352136234077,0.024,-0.023,0.3928,0.2676,2.3852520667211525,1.3992566758082448,6.909610212766316,7.529012414561545,0.6001396962414058,244.24262455197544,2.3359261232813084,rebound
S02172.02,SIMULATED,K02172,4173026,2,15.104,1.0000022418602768,0.041,-0.057,0.8208352136234077,0.024,-0.023,0.3928,0.2676,4.774999900384109,2.005552307251959,1.9726387913775998,10.101590491555683,0.752721009227437,501.75842070205624,2.120546659861815,rebound
S03029.02,SIMULATED,K03029,5903749,2,14.948,0.8309533315596443,0.059,-0.034,1.003933274797412,0.12,-0.12,0.5256,0.186,6.852157900742665,2.258252202679424,1.2370113752301255,11.67451248901497,0.25220055749348363,425.2788929082128,4.255234930478624,rebound
S03029.01,SIMULATED,K03029,5903749,2,14.948,0.8309533315596443,0.059,-0.034,1.003933274797412,0.12,-0.12,0.5256,0.186,2.5808779000463757,1.397985686170082,16.174915475220843,19.635254522295394,0.7667372802151573,162.9800299035423,3.3572534159958236,rebound
S03410.01,SIMULATED,K03410,9285265,2,15.589,1.118207724177295,0.097,-0.082,1.5277924615616634,0.096,-0.091,0.4046,0.2638,10.474984370969073,3.510353238103762,2.8740437139070583,5.9563768659679015,0.5210313896740423,443.7226082779962,4.134089334249528,rebound
S03410.02,SIMULATED,K03410,9285265,2,15.589,1.118207724177295,0.097,-0.082,1.5277924615616634,0.096,-0.091,0.4046,0.2638,3.4693122554892555,1.6217816214125367,2.4808821443798634,11.855706494639989,0.8649368597052534,94.70974449339408,3.057736426786892,rebound
S03401.01,SIMULATED,K03401,9966219,2,14.388,0.9900249183345229,0.061,-0.062,0.9696609325070161,0.039,-0.036,0.38375000000000004,0.27265,1.561514962402822,1.1504086778804192,14.763705113071591,15.871585459204617,0.5941538891890176,118.30501175467336,3.569880561570471,rebound
S03401.02,SIMULATED,K03401,9966219,2,14.388,0.9900249183345229,0.061,-0.062,0.9696609325070161,0.039,-0.036,0.38375000000000004,0.27265,11.138950991292994,3.4218469068380175,15.883277809693874,26.53084768698778,0.45022404797142224,1046.6946288560998,4.703338971552449,rebound
S00954.01,SIMULATED,K00954,9823457,2,15.219,0.8674240720426649,0.052,-0.063,0.8874388347446829,0.028,-0.027,0.3447,0.2916,6.2880345806884135,2.3898296326082495,4.694853607943969,6.580514861776335,0.7577313494898655,609.5308140919464,2.0655669980267017,rebound
S00954.02,SIMULATED,K00954,9823457,2,15.219,0.8674240720426649,0.052,-0.063,0.8874388347446829,0.028,-0.027,0.3447,0.2916,11.40868848930534,3.3967830308640137,1.0995177015014432,10.984214523337819,0.47415156099442834,1231.3950303517956,3.305967526902175,rebound
S00354.02,SIMULATED,K00354,11568987,2,13.235,0.936347511005663,0.053,-0.09,1.1072572124049085,0.139,-0.05,0.3661,0.2844,13.387078734881847,3.6973555856522005,4.111449918105491,7.643252776601767,0.4276790840507782,937.1822309356235,3.6584594207447685,rebound
S00354.01,SIMULATED,K00354,11568987,2,13.235,0.936347511005663,0.053,-0.09,1.1072572124049085,0.139,-0.05,0.3661,0.2844,13.450432871029426,4.167238575624829,8.459220120714335,15.402753913184412,0.24646493424418814,1190.52449412632,4.953871666795536,rebound
S03283.02,SIMULATED,K03283,9008103,2,15.322,0.6431796108498188,0.033,-0.034,0.6998415033969106,0.019,-0.02,0.56565,0.1548,3.380317622533954,1.5088123065787582,15.805615992337728,22.926531080201393,0.5162450722113686,390.6696633824552,3.580518736849726,rebound
S03283.03,SIMULATED,K03283,9008103,2,15.322,0.6431796108498188,0.033,-0.034,0.6998415033969106,0.019,-0.02,0.56565,0.1548,16.486100914444812,4.242685680817596,37.64562229563685,37.85628985886559,0.4794480563475926,3089.021772941454,4.336772384412613,rebound
S01519.01,SIMULATED,K01519,7663405,2,15.369,0.8608846817105026,0.047,-0.049,0.8783691409137234,0.027,-0.025,0.5256,0.186,12.191684514836522,3.5577857646006956,6.363597360690048,10.271016311580013,0.6787868991084646,1378.935931768857,2.675570734985902,rebound
S01519.02,SIMULATED,K01519,7663405,2,15.369,0.8608846817105026,0.047,-0.049,0.8783691409137234,0.027,-0.025,0.5256,0.186,1.5418400456553898,1.1611123154436038,9.012371275902455,13.805793860330636,0.2017984419936022,146.86995614200669,3.937147462859679,rebound
S04896.01,SIMULATED,K04896,11135694,2,15.451,1.1661634833537553,0.098,-0.085,1.576971888995307,0.089,-0.083,0.3447,0.2916,2.9446651327984292,1.5347356930502423,0.7292087698215813,7.090224097842688,0.21425316515254678,79.60822215946105,5.103520189832386,rebound
S04896.02,SIMULATED,K04896,11135694,2,15.451,1.1661634833537553,0.098,-0.085,1.576971888995307,0.089,-0.083,0.3447,0.2916,2.45834027480772,1.3781069200148348,1.6743072765015872,9.467567659926829,0.529610667306594,64.18840218372435,4.8800405765622115,rebound
S02289.02,SIMULATED,K02289,3867615,2,13.358,1.4047758484202373,0.062,-0.069,1.2863119012927215,0.027,-0.028,0.3661,0.2844,4.293404467033722,1.9253991562981256,3.7693961703667553,6.718839311201742,0.589810741038098,188.3161731572552,3.1769290551430642,rebound
S02289.01,SIMULATED,K02289,3867615,2,13.358,1.4047758484202373,0.062,-0.069,1.2863119012927215,0.027,-0.028,0.3661,0.2844,3.3736274124229313,1.6628281258406525,4.178046258169087,10.966253238571312,0.5853818355582243,140.45615949472295,3.7554679470347643,rebound
S03318.01,SIMULATED,K03318,8331612,2,15.842,1.190008708757391,0.071,-0.079,1.1346379207440647,0.052,-0.052,0.3511,0.2889,6.101505523632356,2.437315466200487,5.076759159827743,13.452514938880567,0.14783494739022643,387.83548484370294,4.571648771884416,rebound
S03318.02,SIMULATED,K03318,8331612,2,15.842,1.190008708757391,0.071,-0.079,1.1346379207440647,0.052,-0.052,0.3511,0.2889,13.894434777323907,3.8346579287877454,6.040384998020988,23.417426907786265,0.08364351969660745,960.013435023108,5.541247334878354,rebound
S00738.01,SIMULATED,K00738,10358759,2,15.282,0.8826190433133054,0.03,-0.035,0.7593384707753152,0.025,-0.024,0.3928,0.2676,7.738878548657186,2.7650363473680137,3.73048971802447,13.158469413032245,0.45151074159071214,1114.4729299030116,3.02699796672462,rebound
S00738.02,SIMULATED,K00738,10358759,2,15.282,0.8826190433133054,0.03,-0.035,0.7593384707753152,0.025,-0.024,0.3928,0.2676,2.985458039900921,1.5056190110691086,17.58303987654147,22.00686890922888,0.7006623404426822,330.44410949668855,2.87318131608529,rebound
S02857.02,SIMULATED,K02857,6345732,2,13.701,1.3243965737638674,0.052,-0.059,1.4770399390350883,0.041,-0.036,0.3661,0.2844,3.1052216982738807,1.6716628444415398,6.533713211630425,12.763496837145313,0.28674972629402967,107.65929790503411,5.465967653396376,rebound
S02857.01,SIMULATED,K02857,6345732,2,13.701,1.3243965737638674,0.052,-0.059,1.4770399390350883,0.041,-0.036,0.3661,0.2844,9.20601357070184,3.207524307749755,16.72104981348407,17.057485543047207,0.000293924832374004,396.36388504217456,6.284970956220571,rebound
S01871.02,SIMULATED,K01871,9758089,2,14.897,0.7310882132751918,0.03,-0.032,0.7112541360628287,0.014,-0.014,0.6854,0.0656,7.543503135748355,2.6086604148037917,2.5959157915483693,7.468740412511895,0.5095003516965403,1130.6394319278515,2.410590405174491,rebound
S01871.01,SIMULATED,K01871,9758089,2,14.897,0.7310882132751918,0.03,-0.032,0.7112541360628287,0.014,-0.014,0.6854,0.0656,9.957345879374294,3.3132260596410323,10.664182950050812,12.488577902710812,0.018819547508594648,1823.8586147012463,3.3246297103054485,rebound
S00654.01,SIMULATED,K00654,5941160,2,13.984,1.0054887533933856,0.03,-0.042,0.9628351702821945,0.019,-0.019,0.3858,0.2711,13.47316354250349,3.723290212028333,0.17405515183489917,12.52324101715122,0.8556709651398,1256.8646954225253,2.0966640023312673,rebound
S00654.02,SIMULATED,K00654,5941160,2,13.984,1.0054887533933856,0.03,-0.042,0.9628351702821945,0.019,-0.019,0.3858,0.2711,5.089185598756596,2.2192288077994418,20.657582132989685,23.143728577985392,0.5321107435595026,446.5179402722192,4.209587199176691,rebound
S01279.02,SIMULATED,K01279,8628758,2,13.749,1.0451723552569174,0.067,-0.07,1.109969131251138,0.025,-0.024,0.4035,0.2622,6.243629659872439,2.3708670617010568,2.693231607121832,7.5545364092122025,0.7255288417635802,383.46986944745515,2.6809949956782813,rebound
S01279.01,SIMULATED,K01279,8628758,2,13.749,1.0451723552569174,0.067,-0.07,1.109969131251138,0.025,-0.024,0.4035,0.2622,9.958688824077603,3.1076194372906665,12.885585822510471,19.671323258594636,0.5479404314922761,658.8286819331598,4.483427767273284,rebound
S00298.01,SIMULATED,K00298,12785320,2,12.713,0.9320679958911403,0.052,-0.039,0.8012431047643159,0.052,-0.052,0.49,0.2075,7.143674990637751,2.6602595914194804,6.4451727360294155,7.826885645432725,0.03616162563018734,926.5269721506127,2.954460799602888,rebound
S00298.02,SIMULATED,K00298,12785320,2,12.713,0.9320679958911403,0.052,-0.039,0.8012431047643159,0.052,-0.052,0.49,0.2075,3.487158513605885,1.6961954556622483,10.743434128444223,13.078312481299257,0.509958552605216,376.67068503634175,3.017529608398852,rebound
S04895.01,SIMULATED,K04895,12416597,2,14.732,0.8949679174074601,0.037,-0.047,0.817238374312164,0.022,-0.021,0.41269999999999996,0.25529999999999997,1.5281383936034016,1.146940737133384,7.563376204219156,8.91261552967703,0.3125687916999945,165.5476787969438,3.031714216030291,rebound
S04895.02,SIMULATED,K04895,12416597,2,14.732,0.8949679174074601,0.037,-0.047,0.817238374312164,0.022,-0.021,0.41269999999999996,0.25529999999999997,2.0662532157135898,1.3045734374270663,7.624801180228232,12.820018957414376,0.07736512615150629,214.17964885269535,3.592097940048006,rebound
S03437.01,SIMULATED,K03437,4645174,2,14.606,1.0106853268888807,0.075,-0.065,1.3129093869121744,0.049,-0.048,0.4046,0.2638,11.575044993060864,3.3542743645983712,3.8228619795790415,7.03134885031826,0.6659336606781111,548.6132606305737,3.3940959626696183,rebound
S03437.02,SIMULATED,K03437,4645174,2,14.606,1.0106853268888807,0.075,-0.065,1.3129093869121744,0.049,-0.048,0.4046,0.2638,2.8598912927035127,1.5282714206587635,9.594877782329862,12.063144646447196,0.03361321045284763,113.88594191535263,5.443641220978009,rebound
S06182.01,SIMULATED,K06182,8590149,2,15.099,0.7384389954485733,0.042,-0.05,0.8070820984379976,0.023,-0.022,0.5385,0.1754,16.618581896625628,3.9249072927508184,5.750294650047196,6.692759376472302,0.11783883054528675,1987.7511739610372,3.0333335003164965,rebound
S06182.02,SIMULATED,K06182,8590149,2,15.099,0.7384389954485733,0.042,-0.05,0.8070820984379976,0.023,-0.022,0.5385,0.1754,6.875585037442071,2.431469156138758,4.054882078980214,11.334280363991262,0.47252799290548764,762.852795546024,3.2089143488505534,rebound
S00590.01,SIMULATED,K00590,9782691,2,14.615,1.0894689087071716,0.037,-0.047,0.9859766610955464,0.028,-0.027,0.3589,0.2891,14.183129879468183,3.9790070174690824,0.5296506134934055,7.628763680651466,0.25279279032705165,1368.8466006102537,3.3129489031630337,rebound
S00590.02,SIMULATED,K00590,9782691,2,14.615,1.0894689087071716,0.037,-0.047,0.9859766610955464,0.028,-0.027,0.3589,0.2891,5.865656519570283,2.1740560030120033,0.2529109306889204,17.999457815474646,0.47269304594857037,408.6455989474659,4.017069706379669,rebound
S00295.01,SIMULATED,K00295,11547513,2,12.324,0.9969395795014163,0.039,-0.054,0.8929736040303476,0.018,-0.018,0.3511,0.2889,3.969042847076607,1.8345974792837814,14.278623987147,17.073788796770764,0.652557973728424,354.76681043874476,3.1659547102831818,rebound
S00295.02,SIMULATED,K00295,11547513,2,12.324,0.9969395795014163,0.039,-0.054,0.8929736040303476,0.018,-0.018,0.3511,0.2889,11.316517921722138,3.3877030847898295,28.005969938656115,28.74711224594877,0.19281431742054841,1209.684393442099,4.877510603788802,rebound
S01986.02,SIMULATED,K01986,8257205,2,14.839,0.7862014618162927,0.037,-0.049,0.8099588536455327,0.019,-0.018,0.5256,0.186,2.963348495328893,1.4671237188565267,3.656886013623259,6.265554045997099,0.7997581387017594,275.76948249466614,1.7630317361718015,rebound
S01986.01,SIMULATED,K01986,8257205,2,14.839,0.7862014618162927,0.037,-0.049,0.8099588536455327,0.019,-0.018,0.5256,0.186,1.5957869893509193,1.1396403429003161,18.82073315298258,20.311596000768343,0.3958984296111796,166.39809763954105,3.991355421238364,rebound
S00581.01,SIMULATED,K00581,8822216,2,14.807,0.9743414471282121,0.041,-0.054,0.9052947582596401,0.027,-0.026,0.4096,0.2602,5.677536599046725,2.3160270616644536,2.3566102980129684,7.306692891091083,0.34429564285344955,550.1053759868051,3.0199660930305328,rebound
S00581.02,SIMULATED,K00581,8822216,2,14.807,0.9743414471282121,0.041,-0.054,0.9052947582596401,0.027,-0.026,0.4096,0.2602,4.783532487149376,2.0869785389453552,1.079375052875989,9.786522183412266,0.027024098277179276,446.6780341975909,3.5443443476782024,rebound
S00266.01,SIMULATED,K00266,7375348,2,11.472,0.8889518943582366,0.063,-0.053,1.2902248836977799,0.026,-0.025,0.3729,0.2826,4.689502370655418,2.0185889265810406,0.5099493005543528,18.270870229370743,0.804234266628347,205.73282393422082,3.812774349236991,rebound
S00266.02,SIMULATED,K00266,7375348,2,11.472,0.8889518943582366,0.063,-0.053,1.2902248836977799,0.026,-0.025,0.3729,0.2826,8.479522061835809,2.8617473878717794,20.019191592536973,30.174332818908226,0.8348698037034185,413.4951352811655,4.174245223278426,rebound
S02232.02,SIMULATED,K02232,2854181,2,15.331,0.9253504404470465,0.049,-0.058,0.9382047199050922,0.033,-0.03,0.4695,0.224,4.344393043107981,1.9931043929136631,7.645932913127517,9.700226111594523,0.30879034070975697,379.3180482839411,3.5451431468133596,rebound
S02232.01,SIMULATED,K02232,2854181,2,15.331,0.9253504404470465,0.049,-0.058,0.9382047199050922,0.033,-0.03,0.4695,0.224,5.888539299781168,2.2148066900156156,7.505210861082551,22.81408657039927,0.5897125165240045,468.39803872074003,4.003197279250624,rebound
S01910.02,SIMULATED,K01910,8226050,2,14.685,0.9114783556880226,0.037,-0.048,0.7789741502537938,0.017,-0.017,0.582,0.1451,8.236323891309107,2.8429956125930995,27.028339577952387,31.541519918508047,0.7534286632879982,1119.5536963932946,3.0298579982688336,rebound
S01910.01,SIMULATED,K01910,8226050,2,14.685,0.9114783556880226,0.037,-0.048,0.7789741502537938,0.017,-0.017,0.582,0.1451,2.603886011900303,1.3976997433930043,17.78721188134516,91.68369430010318,0.0492544173494846,270.59534429484694,6.568288989052205,rebound
S00521.01,SIMULATED,K00521,8162789,2,14.633,0.6479189153368746,0.153,-0.126,1.0243071669499784,0.312,-0.168,0.3511,0.2889,2.0474482326780414,1.2283355768258415,8.600430508835249,15.349257374729486,0.3169344117318554,120.86826275800087,5.064975879493548,rebound
S00521.02,SIMULATED,K00521,8162789,2,14.633,0.6479189153368746,0.153,-0.126,1.0243071669499784,0.312,-0.168,0.3511,0.2889,2.8074701514178777,1.559105686040644,14.101702656076528,26.75179088474882,0.19375438526182379,194.72841525163994,6.304739277986718,rebound
S02153.02,SIMULATED,K02153,10253547,2,13.66,1.1132291333660451,0.059,-0.068,1.2947190544428202,0.031,-0.026,0.3534,0.2904,3.013809248482698,1.5304060780436992,5.62208977128697,19.572627701639405,0.7419276027190014,117.43591231753193,4.097248668644687,rebound
S02153.01,SIMULATED,K02153,10253547,2,13.66,1.1132291333660451,0.059,-0.068,1.2947190544428202,0.031,-0.026,0.3534,0.2904,11.92580980512196,3.5923413437899754,12.431743752946556,27.890114688271968,0.41948420625906024,647.0573212317489,6.2428631389300255,rebound
S04716.01,SIMULATED,K04716,11290515,2,12.322,1.2859091163975385,0.06,-0.077,1.430808265072017,0.029,-0.033,0.18645,0.1413,4.087943853873638,1.844910838973735,0.943163279767854,18.70869894713815,0.8969976533974593,139.74186204560448,2.8027575980346957,rebound
S04716.02,SIMULATED,K04716,11290515,2,12.322,1.2859091163975385,0.06,-0.077,1.430808265072017,0.029,-0.033,0.18645,0.1413,6.472938895590685,2.4313699642580415,42.76044064661289,51.210396230999976,0.06031879948202795,242.70451519158814,8.853445954949779,rebound
S01899.02,SIMULATED,K01899,7047922,2,14.563,1.1355498659055323,0.076,-0.083,1.2805798536998543,0.039,-0.038,0.319,0.302,2.3836844157396686,1.317563887063287,7.8007650335957734,9.043769071889031,0.6122607869619371,88.97513934327984,3.670356277850995,rebound
S01899.01,SIMULATED,K01899,7047922,2,14.563,1.1355498659055323,0.076,-0.083,1.2805798536998543,0.039,-0.038,0.319,0.302,10.932029653477292,3.374490937847056,2.6762512879915032,19.244681582535495,0.43163474258381174,583.6356926092809,5.386151899587524,rebound
S04846.01,SIMULATED,K04846,8320630,2,15.23,1.0563792641961243,0.051,-0.063,1.0289036727508751,0.043,-0.041,0.4035,0.2622,4.6181481868834595,1.9109737580137116,1.2994019156353023,14.023578582930881,0.44975471232367076,289.93367010650655,3.94988029507208,rebound
S04846.02,SIMULATED,K04846,8320630,2,15.23,1.0563792641961243,0.051,-0.063,1.0289036727508751,0.043,-0.041,0.4035,0.2622,2.864431740799212,1.516500164782789,11.56207395593565,48.41391661303809,0.12032339685699796,182.58879825603236,6.635351453076966,rebound
S00222.01,SIMULATED,K00222,4249725,2,14.735,0.7131383858149791,0.029,-0.022,0.6997011704516088,0.013,-0.013,0.4639,0.2589,8.381503742462757,2.7002743787596253,4.420998518345579,15.792583414014508,0.7179395428063144,1251.7835269697136,2.482699656272314,rebound
S00222.02,SIMULATED,K00222,4249725,2,14.735,0.7131383858149791,0.029,-0.022,0.6997011704516088,0.013,-0.013,0.4639,0.2589,14.132725835117173,3.8720586227014135,11.393699148276177,26.117773408964567,0.6386349193217108,2573.933299447896,3.2459722313638606,rebound
S03374.01,SIMULATED,K03374,6705026,2,14.44,1.183953193858298,0.066,-0.07,1.17258240890035,0.048,-0.048,0.3236,0.3052,7.984213787129393,2.7634966939652656,5.150254077860633,19.65361192773425,0.7872706609591198,466.84186032902113,3.3480472617830164,rebound
S03374.02,SIMULATED,K03374,6705026,2,14.44,1.183953193858298,0.066,-0.07,1.17258240890035,0.048,-0.048,0.3236,0.3052,15.474216134306289,4.130164730283508,23.448505613651108,60.181091386984114,0.13468503850909858,1042.7654655049316,7.8130265292131975,rebound
